id,source_website,source_label,source_url,geo_validation,author,review_date,rating,sentiment,review_text,tier1,tier2,tier3
rvw-000157,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22216192,bbb_us_business,BBB complainant,2024-08-29,1,negative,"Service or Repair Issues. March 7th 2023. $5000 Redeemed car after repossession. Called before hand to confirm it was operational and no major damage was done. They said it was operational and I had to pay before I inspected the vehicle. They lied when they said it was operational. The car couldnt make it out the parking lot. Its a sports car so it would have to been someone taking it for joyrides. They said there was nothing they could do. Wasted days of my life trying to figure it out, and I didnt have the money to fix it after paying 5k to get it back. The lender, tow truck company, and Mannheim Auctions all started pointing the finger at each other. I dont appreciate being lied to as Mannheim Auctions did to me. REMOVED wont contact me back. Issue has not been resolved.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000158,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,jose grimaldo,2024-08-26,4,positive,Its good but it crashes sometimes,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000159,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22185203,bbb_us_business,BBB complainant,2024-08-23,1,negative,"Sales and Advertising Issues. Sold our dealership a car with an open lean. Atlanta Georgia Manheim refuses to help. Has been 6 months since finding that tmcc Lein holder is still owed on vehicle and wont sign unless balance is paid. REMOVED from Manheim has been dragging her feet on making this right. State of Oregon has taken action against me and taken my paperwork unless I get a lein release, REMOVED and Manheim refuse to correct the situation when asked to have them title it under our dealership name, local Manheim is saying its wrong what they are doing.",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000160,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22140211,bbb_us_business,BBB complainant,2024-08-14,1,negative,"Service or Repair Issues. They are racist. I have never seen such a nasty AGM in my life. That women REMOVED is sorely uneducated and racist at her core. I am applaud at the REMOVED he is of color but controlled and persuaded by the devil herself. It's terrible, they treat the African dealers like trash but treat the white dealers like royalty. The president of the company or whomever should fire all the management. It's disturbing to see. That lady REMOVED is not by the book at all. I've been away from REMOVED because of her and I won't buy another car because of her. You did it Manheim, you turned another minority dealer away.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000161,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22139824,bbb_us_business,BBB complainant,2024-08-14,1,negative,Service or Repair Issues. 01/01/23-present Security vehicles and booths are atrocious and disgusting not safe or healthy at all. Its always something nothing gets done correctly REMOVED coworkers are tired of being treated like this. Managers does no help so the problem is really getting no where either.,Customer Service & Communication,Case Resolution Quality,Issue Not Resolved
rvw-000162,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews?page=2#0443_6001743_297349,bbb_us_business,ROBERT P,2024-08-13,1.0,negative,"Today 8/13/2024 we are unable to pay for a vehicle because Manheim has decided to arbitrarily audit dealerships with no notice. They will not unwind a purchase we made on the 12th, while the10 days we have to ship and inspect the car are passing. Once again this as many problems they create become ours. UNREAL!!! REMOVED Riverwatch auto sales","Lot Condition, Listing Status and related",Third-Party Inspection Authorization & Scheduling,Previewing/ Inspecting Vehicles
rvw-000163,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22134716,bbb_us_business,BBB complainant,2024-08-13,1,negative,"Sales and Advertising Issues. Summary of Complaint:On 8/08/2024, I purchased a vehicle through Manheim Texas Hobby that was advertised as drivable and operable in the condition report. Upon inspecting the vehicle after the sale, I discovered that the vehicle was neither drivable nor operable. Despite this significant misrepresentation, the auction has refused to arbitrate the sale, citing the as-is status of the vehicle.Prior to the sale, the auction did not allow buyers to obtain the vehicles key from security to verify its condition. We were forced to rely solely on the condition report, which inaccurately represented the vehicles state. This restriction prevented proper due diligence and contributed directly to the misrepresentation.Relevant Guidelines:According to the REMOVED Arbitration Policy (August 5th, 2024):Sellers should avoid using ambiguous, confusing, or deceptive announcements or disclosures as these may be grounds for arbitration.The seller is responsible for the accuracy and completeness of all representations or descriptions.These provisions hold the auction responsible for ensuring accurate descriptions, regardless of the vehicles as-is status. The failure to disclose the true condition of the vehicle and the prevention of buyer verification are clear violations of these guidelines which make the sale both unfair and unethical.",Account / Access / Login,Document Upload & Verification,Upload Troubleshooting
rvw-000164,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11604995728,apple_us_store,chris.h17,2024-08-13,1,negative,"The absolute worst. I’m not sure exactly how, but Manheim has managed to develop the most glitchy app I’ve seen since the existence of the smartphone. I’m not sure if it’s on purpose, because at this point the problems have existed for several years. Certain pages log you out. You can scroll through the run list on simulcast live sales. The remember me feature at login does nothing. If you double press something fast enough, several of the page you are trying to access will open. Navigating this app feels like you’re in a fever dream and there are far more glitches than the ones listed. Of course cox automotive family won’t do anything to solve this because at the end of the day they are still getting their billions. They tend to focus on that aspect far more than actually helping their clients at the bottom.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000165,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11604851906,apple_us_store,AwesomeGuyObviously,2024-08-13,1,negative,please revert MMR back. hello please revert the “MMR” back to how it was prior to August 2024 update. New MMR takes way too much effort to use vs the old version and isnt as smooth/seamless,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000166,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,Anthony Crocetto,2024-08-12,1,negative,"Horrible slow app , a hedache",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000167,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22110420,bbb_us_business,BBB complainant,2024-08-08,1,negative,"Service or Repair Issues. 01/28/2024 There was a glitch in the system because bid, approval, invoice, and payment weren't executed during the transaction. After three months I saw my name on KO BOOK 1017. Since then, I have purchased other cars of which I burned out with bad engine. I heard Chicago Independent Auction filed a claim for non-payment. What is the duty of an auction? I didn't go to their website to bid. How have I owed REMOVED I hope Manheim solves this issue with REMOVED ASAP and free me from KO BOOK 1017 after 25 years with Manheim.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000168,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22094935,bbb_us_business,BBB complainant,2024-08-05,1,negative,"Service or Repair Issues. I recently purchased a 2012 REMOVED California through an online auction with Manheim. When we received the vehicle it has an issue with the convertible top not closing and giving the error message trunk open. Also the REMOVED computer was unplugged and in a different location stored in the car, inactive. This was giving the warning REMOVED system malfunction. It also was announced by the seller that the vehicle had factory upgraded yellow calipers, and when I received the vehicle it had red calipers and found all have four have been painted. I alerted arbitration about this and was told to not drive the car and have it transported to the dealer which I did. Although I am not one to fight after a sale has been completed and almost never arbitrate units, the fact that this vehicle was not eligible for a PSI and with the 4.6 CR I believed it was reasonable for me to alert the auction of these problems. After it was dropped off at the REMOVED dealership, the service advisor told me the next day that there is an issue with the transmission gearbox and the car has an engine light that wasnt on when it came in because it had been cleared for code that indicated the car needs a $22,000 transmission repair. I called arbitration right away and told them about the problem. I was informed that I could not arbitrate a transmission problem not that the car was being looked at for other arbitrable problems. I did exactly as the arbitrator told me to do when I discovered the first set of problems: don't drive the car, bring it straight to the REMOVED dealership. Its not reasonable to buy a green light REMOVED , follow the arbitrators instructions to a T, and be told the transmission is not arbitrable. I would have discovered the transmission problem if I didnt follow the direct instructions of the arbitrator.The auction is saying I cant arbitrate this green light vehicle for a tens of thousands of dollars transmission job. I am seeking the sale to be unwound.",Membership / Licensing / Fees & Bidding Policies,Auction Eligibility & Licensing,Unable to Bid
rvw-000169,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=7#0443_6001743_22089530,bbb_us_business,BBB complainant,2024-08-04,1,negative,"Product Issues. On July 24, we saw a 2023 Model 3 (VIN Number: REMOVED ) listed on Manheim, sold by REMOVED The auction images clearly showed that the car included the Full Self-Driving ( REMOVED ) package purchased which worth $8000. Due to the presence of the REMOVED package, we bided the vehicle from the Manheim auction on July 26. The car was delivered to us via tow on July 29. However, upon receiving the car, we discovered that it does not have the REMOVED package as the photo demonstrated. This discrepancy constitutes false advertising, as we would not have bided the car, without the REMOVED package. We demand that REMOVED reinstate the permanent REMOVED package for this vehicle, otherwise refund the amount of money REMOVED is worth, which is $8000.","Payment Refunds, Transaction Issues and Deposits",Refunds & Membership Billing,Deposit Refund Status
rvw-000170,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11561033747,apple_us_store,Sdjhffhsh,2024-08-01,1,negative,Horrible app. Glitchy. Problematic. Constantly getting logged out. Have to delete and redownload the app many times a day or it won’t let me sign in. Very frustrating.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000171,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11553172947,apple_us_store,BlakeBenke101R,2024-07-30,1,negative,"Please Change it Back. How does the app continue to get worse with each update? Can you please at least revert it back to the previous version? WHO overall saw the decision to make this vehicle searching so more meticulous? Whenever you would preview MMR for a vehicle before the layout was so much smoother. You didn’t have to click through little drop down tabs here and there or load through to the auto-check page. You would actually get the suggested retail value as well. Here’s a fun challenge for anyone. Try finding the MMR for any Dodge truck at the moment. Oh wait, you can’t because it’s not even in the drop down tab for Models under that specific Make.","Lot Condition, Listing Status and related",Third-Party Inspection Authorization & Scheduling,Previewing/ Inspecting Vehicles
rvw-000172,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11531297724,apple_us_store,StarCityTaxi,2024-07-24,1,negative,Manheim App. Since the update. We are logged out of the app frequently and unintentionally. We have to use passwords instead of face recognition to get access. Many members also had to change their password more than once and that’s not exactly convenient. Also generalized MMR is impossible due to “technical difficulties”. This is completely ridiculous.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000173,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11527040473,apple_us_store,byebyerhscammers,2024-07-23,2,negative,"The app is horrid. It’s slow, crashes, some parts won’t even load. 2nd chance ? Good luck it never loads.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000174,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11525736390,apple_us_store,Top Bidder Lane 1 Atlanta,2024-07-23,2,negative,Keeps logging you off. The app keeps logging you off and requesting passwords all the time.The web version is stable theman the iPhone version the developers are not doing a good job on this iney,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000175,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11507957891,apple_us_store,Cshmoney99,2024-07-18,1,negative,"Worst app ever designed. Whoever designed this app should be embarrassed, so frustrating to use everyday. Constantly making you have to sign out, makes it impossible to be productive",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000176,play.google.com,Google Play (com.manheim.mobile.refresh),https://play.google.com/store/apps/details?id=com.manheim.mobile.refresh&hl=en&gl=us,google_play_us_store,Sam Aker,2024-07-17,1,negative,"When you enter the verification code 30 seconds after you receive it, it says session expired",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000177,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_22005160,bbb_us_business,BBB complainant,2024-07-17,1,negative,Service or Repair Issues. I purchased a unit from OVE: 2011 Chevrolet Cruze VIN# REMOVED . Upon paying for the unit at Manheim - Riverside they had advised me that the unit was an offsite pick up and that it was in the city of REMOVED . I verified on the app and it indeed said the unit was to be picked up at dealership in REMOVED . Besides it taking over 1 hour to get the vehicle release I had called the seller to assure the vehicle was there before making the drive. He said yeah it should be in the back with all the used inventory for auction I said ok and drive all the way down there. Once I arrived the employee there said the car is not here and we dont know where it is at. I said what do you mean you dont know where it is. I told him they had told me on the phone that it was suppose to be there and it also stated on the app as well. He told me let me find out for you and made a few calls. After an hour of waiting he said I dont know and apologized and said for me to contact Manheim. Extremely unprofessional and sad honestly. I wasted my entire day for nothing. I drove 3+ hours to the dealer and 3+ back with nothing on my trailer. Thats 6 hours plus the time I spent there waiting for nothing. I demand that I be compensated and as far as the car goes if they cant locate it then I need my money back in full !! This is extremely frustrating and I am highly disappointed in Manheim for allowing this to happen.,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000178,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21991780,bbb_us_business,BBB complainant,2024-07-15,1,negative,"Service or Repair Issues. So I purchased a vehicle from Manheim as usual. We do fairly a good amount of business based on our size, maybe 10 units from them a year. What happens is that I have an inquiry from a customer that needs a specific car, I start looking and fount is in REMOVED . I inspect it online based on the misleading pictures that the seller posted, its an As-is car but they forgot to mention that the car has so much rust that it is impossible to repair. It is a vehicle that shouldnt be at an auction unless it is posted as junk or for parts. As soon as we received it I went back to make sure of the pictures, maybe I missed it, the ad was gone. So I submit an arbitration claim with supporting pictures. I get a call from the auction, really nice guy trying to help, he told me can you please take the car to the nearest Manhiem auction and I agreed. 3 hours later he calls again and says unfortunately we cant take it back because the sale price was 2970 + fees of 280, so for me the sale price is 3250 plus freight, but no. Mind you We have A small family owned business that we have been trying to keep open and been struggling. We cant afford to lose this amount of money. I expressed to REMOVED , REMOVED will take me out of business for $30 which is what the car should been ($3,000) in order to accept the claim. PLEASE STAY AWAY FROM THIS AUCTION. Take your money elsewhere. They really go by their policy ( I bet you dont do that to big dealers) but at the end this is corporate America. The small guy will always lose.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000179,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21964037,bbb_us_business,BBB complainant,2024-07-09,1,negative,"Service or Repair Issues. I am writing to file a complaint against Manheim REMOVED regarding the purchase of a 2016 REMOVED i8 GIGA WORLD (VIN: REMOVED ). The vehicle was purchased on June 25, 2024, for $40,835.00, with the understanding that it had mainly exterior/cosmetic issues and a missing electric charger.However, upon receiving the vehicle, I discovered several significant and undisclosed issues: Drive Battery Issue: The condition report inaccurately stated that the only problem was a missing ""Drive Battery Charging Cable."" In reality, the drive battery is non-functional, and the car does not charge even after being left overnight. Drivetrain Malfunction: The vehicle displayed a ""Drivetrain malfunction...Consult service center"" message as soon as I turned it on. This critical issue was never mentioned in the listing. Non-functional Air Conditioning: The air conditioning system only blows hot air, making the car undrivable in REMOVED 's climate without open windows. Overdue Service: The vehicle indicates ""Service due since 5000 mi 09/2022"" upon startup, which was not disclosed.Despite the vehicle being sold ""AS IS,"" these issues were not disclosed, tricking me to believe the vehicle was in a condition it was not. The condition report sections where these problems should have been listed were left blank as in nothing wrong with them, therefore giving a false impression of the vehicles state.I have opened an arbitration claim, but it was rejected on the premise that the vehicle was sold ""AS IS."" While I am willing to cover the costs for fixing the REMOVED and overdue service out of my own pocket, I cannot accept being deceived about a missing charger when the real issue is a non-working battery, which is extremely expensive to fix.I have proof of all these issues and request that Manheim Philadelphia take responsibility for the misleading information and address the non-functional drive battery.",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000180,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11425500127,apple_us_store,Bashi101,2024-06-26,1,negative,Worlds largest car auction company. It’s amazing how the planets biggest car auction company has the worst mobile app of any competitor.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000181,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11406828255,apple_us_store,Intensemx,2024-06-21,1,negative,Why the constant logout. Why are asking to logout everytime i open app Just so I could log back in? Why can’t you just have this logged in or use face recognition like every even half decent app on iPhone,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000182,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21834728,bbb_us_business,BBB complainant,2024-06-11,1,negative,"Order Issues. Dear BBB,I am writing to formally lodge a complaint against Manheim REMOVED regarding a fraudulent vehicle sale. On 6-6-24, I purchased a 2018 Cadillac Escalade through their auction. However, after taking possession of the vehicle, I discovered severe frame damage that was not adequately disclosed during the auction process The vehicle has significant frame damage, which was not properly disclosed at the time of the auction. This damage severely impacts the vehicle's safety and value Manheim Fredericksburg claims the damage was announced verbally during the auction. However, in the noisy and chaotic environment of the auction, it is nearly impossible to clearly hear or understand such announcements. The manner in which the information was presented was not clear or comprehensible Unsatisfactory Response from Arbitration Team Upon discovering the damage, I contacted Manheim's arbitrations team. They informed me that they could not assist me, as they claimed the damage was verbally disclosed during the auction. This response is wholly inadequate and unacceptable.Impact:The undisclosed damage has not only caused significant financial loss but also put my safety at risk by selling a vehicle with severe structural damage.Resolution Sought:I request a full refund for the purchase of the 2018 Cadillac Escalade or an equivalent exchange for a vehicle without such undisclosed damage. I believe that Manheim REMOVED should be held accountable for their failure to provide transparent and honest information about the vehicle's condition Conclusion:I am seeking the BBB's assistance in resolving this matter promptly and ensuring that Manheim REMOVED adheres to fair business practices in the future. I believe that this issue is of significant importance and must be addressed to prevent other consumers from facing similar problems Thank you for your time and assistance. I look forward to a swift resolution to this matter.Sincerely,Best Car llc",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000183,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11369802778,apple_us_store,W-A_K,2024-06-11,1,negative,Why is this app still stuck in the early 2000’s. With all the money manheim makes and charges you think they can atleast priced a reliable platform. I’ve lost multiple cars because the app freezes right before my car is about to come up.,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000184,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/customer-reviews?page=2#0443_6001743_287761,bbb_us_business,Abby D,2024-06-06,1.0,negative,"My name is REMOVED , and I own REMOVED Auto Sales in REMOVED , REMOVED . Manheim is an unethical company that's getting worse during this economic slowdown. We own a small, independent, family-owned used car dealership, and we've purchased only green-light vehicles from Manheim for over 15 years. Last month, we bought a 2020 Kia REMOVED that REMOVED Car Rental previously owned. Before even receiving the REMOVED we learned that the title was branded in REMOVED as a salvage title. We pay extra to purchase ONLY green-light automobiles, so how did this happen? We called the auction, and they said the title is clean IN REMOVED . However, as the title is branded as salvaged IN REMOVED , it cannot be registered in REMOVED , much less sold or EVEN driven. We contacted the REMOVED of REMOVED Vehicles in REMOVED and REMOVED . Neither governmental office has been helpful, and neither REMOVED nor Manheim will take responsibility for this deceitful sale. We recently discovered that this car has been sitting in a Manheim Auction facility since January 2021. We also pay $250 per vehicle for DealShield in case of such emergencies. Manheim refuses to accept the return of the car as arbitrated. This is costing our already slow business $14,535. Something this negligent could put our dealership at risk of closing, putting our 6 employees out of work, and us having to declare bankruptcy. This vehicle is unacceptable to sell, and DMV, REMOVED , and Manheim have stuck us with a defective vehicle, which is only good for parts. My husband is in the Emergency Room as we speak, experiencing symptoms of a stroke due to the stress of this debacle. PLEASE be VERY wary of buying from Manheim Auctions. Use Adesa instead, as that company is much more ethical and honest.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000185,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21795182,bbb_us_business,BBB complainant,2024-06-03,1,negative,"Customer Service Issues. Manheim Kansas City General Manager REMOVED and Assistant General Manager REMOVED retaliated against me after we contacted the Manheim Headquarters regarding an arbitration case in which they manipulated the policy to favor their location. Since that situation, REMOVED wrote me up for a code of conduct as retaliation and revoked my access to purchase cars. I have contacted customer care to investigate this matter; however, I have not heard back from anyone. They failed to provide supporting documentation for the code of conduct and instead bullied me and took away my access. Attached is an email showing the REMOVED policy manipulating",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000186,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11327839980,apple_us_store,Puli916,2024-05-31,1,negative,Waist of time. Fix your app. Hands down the worst app. Waist so much time.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000187,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11327253330,apple_us_store,20+ year dealer,2024-05-31,1,negative,Outdated and needs fixes. Program needs work!! Frequently logs you out while using it. Frequently requires you to login multiple times in a row. And often when you log back in will lock you out of post sale management!!,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000188,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11325902072,apple_us_store,All star 12345678910,2024-05-30,1,negative,Signed out multiple times every day. Every time I open the app I’m signed out. I scan a vin and I’m signed out. I try to buy a car on OVE and I’m signed out. Adesa doesn’t have these issues.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000189,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21766657,bbb_us_business,BBB complainant,2024-05-28,1,negative,"Service or Repair Issues. A man named REMOVED who owns Wear Master Auto shop in REMOVED told me and my son that he would get my son an auction vehicle through REMOVED . My 18 year old son gave him $5,200 in cash on December 2,2023. The 2015 REMOVED escape never came into the state of REMOVED and REMOVED said it was Mannheims fault and wouldnt give me the vin number and had no explanation why. He claimed Manheim wouldnt tell him. My son is still waiting for REMOVED to return the $5,200. He claims the money is going to come from his manufacturing company. Its been almost 6 months. Please contact Nick REMOVED I would like an explanation about the auction car and why we never received the car.",Customer Service & Communication,Case Resolution Quality,Issue Not Resolved
rvw-000190,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11288501136,apple_us_store,iAppmore,2024-05-20,1,negative,"Trash. The app has been utterly useless ever since the original version. Even in the rare occasion it works, the User Interface on it is horrible! They need to fire their tech/software team! Just bring back the original perfectly functioning app! It’s not like they added any features with the new versions!",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000191,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11285273315,apple_us_store,Dukewilson,2024-05-19,1,negative,"Logs you out every 10 minutes. For several months now, you have to continually enter your password to keep using the app. No Face ID, no saved password. It’s redundant.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000192,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21695350,bbb_us_business,BBB complainant,2024-05-10,1,negative,"Service or Repair Issues. I bought a car from Manheim, which I found it has structural damage. I open arbitration and manheim Matteson, IL take the case and instruct me to transport the car to Manheim REMOVED , which confirm the car has structural damage, but REMOVED and REMOVED of manheim REMOVED , IL denied my claim in 3 weeks. they force me to buy the car","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000193,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11253702635,apple_us_store,iFashion!,2024-05-10,4,positive,"Logging Out. Ok, now application is updated, but will it still kicking you out and you have to Enter almost every time password. Is there anything can be done to improve this? Also another issue, during scrolling half page and selecting car sometimes “Back To Search” button on the top left disappear and you have to scroll and find the car you just looked instead of come back and continue looking cars down the list. Looking forward you guys can improve it.",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000194,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11251065588,apple_us_store,Best of them all$688,2024-05-09,1,negative,Simulcast crashes!!! iPhone. Can’t do anything it always freezes that’s why other auctions are better,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000195,apps.apple.com,"Apple App Store (1480842917, us)",https://itunes.apple.com/us/review?id=1480842917&type=Purple%20Software&reviewId=11247530849,apple_us_store,Abe lippmann,2024-05-08,1,negative,"Worst auction app!!!!. I can’t believe maheim has this crappy app. Always on maintenance, always logs you out!!! Takes forever! Its simple a disaster!",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000196,bbb.org,BBB Complaints,https://www.bbb.org/us/ga/atlanta/profile/auctioneer/manheim-auctions-0443-6001743/complaints?page=8#0443_6001743_21658006,bbb_us_business,BBB complainant,2024-05-02,1,negative,Service or Repair Issues. This company only gives a 1:30 min window to redeem your vehicle no matter the day. Which is unacceptable to people who lives hours away to come get their vehicle. Hours to come get vehicles is 12:30 - 2pm which is not accommodating for people who have jobs aka the entire world. People have to take off of work a whole day just to get their vehicle. The business also hung up on me when requesting the commercial line. They are very unprofessional and need to be investigated.,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
